ip,port,server
45.15.168.45,10463,''
45.15.168.45,58933,''
45.15.168.45,39749,''
45.15.168.45,10466,''
45.15.168.45,48884,''
45.15.168.45,12805,''
45.15.168.45,58938,''
45.15.168.45,39751,''
45.15.168.45,39754,''
45.15.168.45,58941,''
45.15.168.45,31583,''
45.15.168.45,31584,''
45.15.168.45,48891,''
45.15.168.45,39760,''
45.15.168.45,48898,''
45.15.168.45,19721,''
45.15.168.45,58956,''
45.15.168.45,58958,''
45.15.168.45,24976,''
45.15.168.45,19724,''
45.15.168.45,58963,''
45.15.168.45,12813,''
45.15.168.45,48907,''
45.15.168.45,58964,''
45.15.168.45,24978,''
45.15.168.45,31599,''
45.15.168.45,39780,''
45.15.168.45,31603,''
45.15.168.45,39783,''
45.15.168.45,48915,''
45.15.168.45,39785,''
45.15.168.45,48918,''
45.15.168.45,58977,''
45.15.168.45,48916,''
45.15.168.45,58978,''
45.15.168.45,58981,''
45.15.168.45,48921,''
45.15.168.45,39789,''
45.15.168.45,39792,''
45.15.168.45,31610,''
45.15.168.45,31606,''
45.15.168.45,31608,''
45.15.168.45,48925,''
45.15.168.45,31612,''
45.15.168.45,48927,''
45.15.168.45,15821,''
45.15.168.45,39802,''
45.15.168.45,39801,''
45.15.168.45,31617,''
45.15.168.45,39804,''
45.15.168.45,31619,''
45.15.168.45,58998,''
45.15.168.45,19740,''
45.15.168.45,15824,''
45.15.168.45,39810,''
45.15.168.45,31626,''
45.15.168.45,31625,''
45.15.168.45,48947,''
45.15.168.45,19742,''
45.15.168.45,48948,''
45.15.168.45,31629,''
45.15.168.45,31628,''
45.15.168.45,48953,''
45.15.168.45,31631,''
45.15.168.45,39821,''
45.15.168.45,31632,''
45.15.168.45,48955,''
45.15.168.45,39825,''
45.15.168.45,25009,''
45.15.168.45,59023,''
45.15.168.45,25010,''
45.15.168.45,19747,''
45.15.168.45,15831,''
45.15.168.45,31637,''
45.15.168.45,48961,''
45.15.168.45,31639,''
45.15.168.45,48963,''
45.15.168.45,48964,''
45.15.168.45,59036,''
45.15.168.45,10486,''
45.15.168.45,59039,''
45.15.168.45,39846,''
45.15.168.45,59043,''
45.15.168.45,39848,''
45.15.168.45,48972,''
45.15.168.45,48973,''
45.15.168.45,59044,''
45.15.168.45,48978,''
45.15.168.45,31648,''
45.15.168.45,48979,''
45.15.168.45,25030,''
45.15.168.45,31650,''
45.15.168.45,39854,''
45.15.168.45,39853,''
45.15.168.45,31654,''
45.15.168.45,39856,''
45.15.168.45,39860,''
45.15.168.45,15847,''
45.15.168.45,39862,''
45.15.168.45,31662,''
45.15.168.45,48997,''
45.15.168.45,59076,''
45.15.168.45,31665,''
45.15.168.45,49003,''
45.15.168.45,39871,''
45.15.168.45,25046,''
45.15.168.45,31671,''
45.15.168.45,25049,''
45.15.168.45,49008,''
45.15.168.45,59086,''
45.15.168.45,25051,''
45.15.168.45,39881,''
45.15.168.45,31678,''
45.15.168.45,49010,''
45.15.168.45,31681,''
45.15.168.45,31679,''
45.15.168.45,49015,''
45.15.168.45,25053,''
45.15.168.45,25056,''
45.15.168.45,39885,''
45.15.168.45,31686,''
45.15.168.45,25057,''
45.15.168.45,31687,''
45.15.168.45,59101,''
45.15.168.45,49020,''
45.15.168.45,15855,''
45.15.168.45,31690,''
45.15.168.45,39895,''
45.15.168.45,39897,''
45.15.168.45,49032,''
45.15.168.45,59116,''
45.15.168.45,49034,''
45.15.168.45,39906,''
45.15.168.45,19786,''
45.15.168.45,39908,''
45.15.168.45,31702,''
45.15.168.45,39910,''
45.15.168.45,19789,''
45.15.168.45,39919,''
45.15.168.45,31715,''
45.15.168.45,39927,''
45.15.168.45,39926,''
45.15.168.45,49057,''
45.15.168.45,59146,''
45.15.168.45,39931,''
45.15.168.45,39934,''
45.15.168.45,49068,''
45.15.168.45,31726,''
45.15.168.45,15872,''
45.15.168.45,49072,''
45.15.168.45,39942,''
45.15.168.45,49079,''
45.15.168.45,39946,''
45.15.168.45,39948,''
45.15.168.45,39949,''
45.15.168.45,59171,''
45.15.168.45,31741,''
45.15.168.45,15879,''
45.15.168.45,31743,''
45.15.168.45,39956,''
45.15.168.45,19811,''
45.15.168.45,39959,''
45.15.168.45,49085,''
45.15.168.45,31752,''
45.15.168.45,39965,''
45.15.168.45,31753,''
45.15.168.45,59192,''
45.15.168.45,15885,''
45.15.168.45,31755,''
45.15.168.45,19820,''
45.15.168.45,49098,''
45.15.168.45,25110,''
45.15.168.45,19821,''
45.15.168.45,25115,''
45.15.168.45,49103,''
45.15.168.45,31762,''
45.15.168.45,25117,''
45.15.168.45,31764,''
45.15.168.45,49107,''
45.15.168.45,59207,''
45.15.168.45,39977,''
45.15.168.45,59206,''
45.15.168.45,31767,''
45.15.168.45,39982,''
45.15.168.45,39981,''
45.15.168.45,49117,''
45.15.168.45,59215,''
45.15.168.45,49119,''
45.15.168.45,49120,''
45.15.168.45,31771,''
45.15.168.45,39990,''
45.15.168.45,59223,''
45.15.168.45,39991,''
45.15.168.45,39993,''
45.15.168.45,25125,''
45.15.168.45,31772,''
45.15.168.45,59232,''
45.15.168.45,49130,''
45.15.168.45,25129,''
45.15.168.45,49133,''
45.15.168.45,25131,''
45.15.168.45,31780,''
45.15.168.45,19841,''
45.15.168.45,49139,''
45.15.168.45,59243,''
45.15.168.45,40007,''
45.15.168.45,25134,''
45.15.168.45,25137,''
45.15.168.45,59250,''
45.15.168.45,59254,''
45.15.168.45,40015,''
45.15.168.45,25141,''
45.15.168.45,31794,''
45.15.168.45,49155,''
45.15.168.45,31795,''
45.15.168.45,31798,''
45.15.168.45,40020,''
45.15.168.45,59262,''
45.15.168.45,40021,''
45.15.168.45,49162,''
45.15.168.45,19852,''
45.15.168.45,49161,''
45.15.168.45,40029,''
45.15.168.45,59274,''
45.15.168.45,25147,''
45.15.168.45,40032,''
45.15.168.45,49170,''
45.15.168.45,31807,''
45.15.168.45,31809,''
45.15.168.45,49174,''
45.15.168.45,49178,''
45.15.168.45,59290,''
45.15.168.45,59295,''
45.15.168.45,49184,''
45.15.168.45,31816,''
45.15.168.45,49189,''
45.15.168.45,31820,''
45.15.168.45,59302,''
45.15.168.45,25162,''
45.15.168.45,59312,''
45.15.168.45,49200,''
45.15.168.45,19871,''
45.15.168.45,40053,''
45.15.168.45,31832,''
45.15.168.45,25167,''
45.15.168.45,49206,''
45.15.168.45,49208,''
45.15.168.45,49209,''
45.15.168.45,10534,''
45.15.168.45,25173,''
45.15.168.45,31838,''
45.15.168.45,49212,''
45.15.168.45,49214,''
45.15.168.45,40068,''
45.15.168.45,19875,''
45.15.168.45,49216,''
45.15.168.45,25177,''
45.15.168.45,40076,''
45.15.168.45,49219,''
45.15.168.45,25179,''
45.15.168.45,59337,''
45.15.168.45,31850,''
45.15.168.45,31851,''
45.15.168.45,31854,''
45.15.168.45,49237,''
45.15.168.45,19887,''
45.15.168.45,31858,''
45.15.168.45,31859,''
45.15.168.45,31860,''
45.15.168.45,40092,''
45.15.168.45,15929,''
45.15.168.45,49246,''
45.15.168.45,31862,''
45.15.168.45,40097,''
45.15.168.45,49249,''
45.15.168.45,49251,''
45.15.168.45,59375,''
45.15.168.45,40099,''
45.15.168.45,19893,''
45.15.168.45,19894,''
45.15.168.45,40107,''
45.15.168.45,31877,''
45.15.168.45,40109,''
45.15.168.45,19896,''
45.15.168.45,49262,''
45.15.168.45,49263,''
45.15.168.45,40114,''
45.15.168.45,40116,''
45.15.168.45,59392,''
45.15.168.45,40118,''
45.15.168.45,49270,''
45.15.168.45,31893,''
45.15.168.45,31892,''
45.15.168.45,59399,''
45.15.168.45,59401,''
45.15.168.45,19906,''
45.15.168.45,40125,''
45.15.168.45,49276,''
45.15.168.45,31897,''
45.15.168.45,25215,''
45.15.168.45,31901,''
45.15.168.45,49283,''
45.15.168.45,40132,''
45.15.168.45,25217,''
45.15.168.45,49284,''
45.15.168.45,8631,''
45.15.168.45,40135,''
45.15.168.45,19913,''
45.15.168.45,49292,''
45.15.168.45,31907,''
45.15.168.45,25221,''
45.15.168.45,49296,''
45.15.168.45,49298,''
45.15.168.45,25226,''
45.15.168.45,49299,''
45.15.168.45,40147,''
45.15.168.45,49302,''
45.15.168.45,19920,''
45.15.168.45,49301,''
45.15.168.45,40149,''
45.15.168.45,49300,''
45.15.168.45,59442,''
45.15.168.45,31919,''
45.15.168.45,49307,''
45.15.168.45,15956,''
45.15.168.45,49309,''
45.15.168.45,49310,''
45.15.168.45,59444,''
45.15.168.45,19928,''
45.15.168.45,49317,''
45.15.168.45,49318,''
45.15.168.45,40161,''
45.15.168.45,49328,''
45.15.168.45,19940,''
45.15.168.45,59466,''
45.15.168.45,49333,''
45.15.168.45,59468,''
45.15.168.45,40178,''
45.15.168.45,59471,''
45.15.168.45,40180,''
45.15.168.45,25254,''
45.15.168.45,49336,''
45.15.168.45,49339,''
45.15.168.45,40182,''
45.15.168.45,49341,''
45.15.168.45,49338,''
45.15.168.45,59474,''
45.15.168.45,25261,''
45.15.168.45,49347,''
45.15.168.45,40191,''
45.15.168.45,49344,''
45.15.168.45,25259,''
45.15.168.45,40184,''
45.15.168.45,59485,''
45.15.168.45,25267,''
45.15.168.45,40192,''
45.15.168.45,25271,''
45.15.168.45,25273,''
45.15.168.45,12939,''
45.15.168.45,40203,''
45.15.168.45,19959,''
45.15.168.45,31928,''
45.15.168.45,49365,''
45.15.168.45,25276,''
45.15.168.45,12940,''
45.15.168.45,15986,''
45.15.168.45,59501,''
45.15.168.45,49372,''
45.15.168.45,25281,''
45.15.168.45,49376,''
45.15.168.45,49375,''
45.15.168.45,25284,''
45.15.168.45,19969,''
45.15.168.45,59521,''
45.15.168.45,40223,''
45.15.168.45,40221,''
45.15.168.45,31941,''
45.15.168.45,40228,''
45.15.168.45,25292,''
45.15.168.45,19971,''
45.15.168.45,59528,''
45.15.168.45,31951,''
45.15.168.45,40229,''
45.15.168.45,31950,''
45.15.168.45,10571,''
45.15.168.45,15999,''
45.15.168.45,15997,''
45.15.168.45,40231,''
45.15.168.45,59539,''
45.15.168.45,31955,''
45.15.168.45,59541,''
45.15.168.45,49401,''
45.15.168.45,49402,''
45.15.168.45,25302,''
45.15.168.45,31959,''
45.15.168.45,8653,''
45.15.168.45,31958,''
45.15.168.45,25303,''
45.15.168.45,31967,''
45.15.168.45,49412,''
45.15.168.45,49413,''
45.15.168.45,31968,''
45.15.168.45,31965,''
45.15.168.45,25312,''
45.15.168.45,31969,''
45.15.168.45,16008,''
45.15.168.45,25311,''
45.15.168.45,31973,''
45.15.168.45,49418,''
45.15.168.45,59563,''
45.15.168.45,25313,''
45.15.168.45,31974,''
45.15.168.45,59571,''
45.15.168.45,40244,''
45.15.168.45,40245,''
45.15.168.45,49429,''
45.15.168.45,25322,''
45.15.168.45,40249,''
45.15.168.45,31982,''
45.15.168.45,49433,''
45.15.168.45,49437,''
45.15.168.45,59581,''
45.15.168.45,40254,''
45.15.168.45,49442,''
45.15.168.45,40258,''
45.15.168.45,59587,''
45.15.168.45,49448,''
45.15.168.45,59589,''
45.15.168.45,31991,''
45.15.168.45,40267,''
45.15.168.45,49457,''
45.15.168.45,25335,''
45.15.168.45,25336,''
45.15.168.45,16019,''
45.15.168.45,40274,''
45.15.168.45,40276,''
45.15.168.45,31998,''
45.15.168.45,49475,''
45.15.168.45,59617,''
45.15.168.45,25344,''
45.15.168.45,49479,''
45.15.168.45,40287,''
45.15.168.45,12969,''
45.15.168.45,59630,''
45.15.168.45,20008,''
45.15.168.45,16029,''
45.15.168.45,49490,''
45.15.168.45,32016,''
45.15.168.45,40300,''
45.15.168.45,49496,''
45.15.168.45,16032,''
45.15.168.45,40305,''
45.15.168.45,59643,''
45.15.168.45,25355,''
45.15.168.45,49499,''
45.15.168.45,40307,''
45.15.168.45,25356,''
45.15.168.45,40308,''
45.15.168.45,49501,''
45.15.168.45,49503,''
45.15.168.45,32029,''
45.15.168.45,40314,''
45.15.168.45,25358,''
45.15.168.45,32031,''
45.15.168.45,20017,''
45.15.168.45,32030,''
45.15.168.45,40316,''
45.15.168.45,25366,''
45.15.168.45,40319,''
45.15.168.45,49511,''
45.15.168.45,49512,''
45.15.168.45,32035,''
45.15.168.45,49519,''
45.15.168.45,49520,''
45.15.168.45,40326,''
45.15.168.45,25370,''
45.15.168.45,32039,''
45.15.168.45,49523,''
45.15.168.45,40328,''
45.15.168.45,40336,''
45.15.168.45,40335,''
45.15.168.45,49527,''
45.15.168.45,49528,''
45.15.168.45,59678,''
45.15.168.45,25379,''
45.15.168.45,49534,''
45.15.168.45,49536,''
45.15.168.45,25380,''
45.15.168.45,49532,''
45.15.168.45,25381,''
45.15.168.45,59686,''
45.15.168.45,20028,''
45.15.168.45,40346,''
45.15.168.45,40349,''
45.15.168.45,32051,''
45.15.168.45,49538,''
45.15.168.45,59692,''
45.15.168.45,59690,''
45.15.168.45,49542,''
45.15.168.45,32052,''
45.15.168.45,49543,''
45.15.168.45,59695,''
45.15.168.45,20031,''
45.15.168.45,16056,''
45.15.168.45,49548,''
45.15.168.45,59701,''
45.15.168.45,49551,''
45.15.168.45,40361,''
45.15.168.45,32066,''
45.15.168.45,32067,''
45.15.168.45,49558,''
45.15.168.45,40364,''
45.15.168.45,49559,''
45.15.168.45,49560,''
45.15.168.45,59716,''
45.15.168.45,40368,''
45.15.168.45,32075,''
45.15.168.45,25401,''
45.15.168.45,32076,''
45.15.168.45,32081,''
45.15.168.45,25404,''
45.15.168.45,49578,''
45.15.168.45,40377,''
45.15.168.45,49577,''
45.15.168.45,40382,''
45.15.168.45,49586,''
45.15.168.45,40387,''
45.15.168.45,20048,''
45.15.168.45,59747,''
45.15.168.45,32105,''
45.15.168.45,40394,''
45.15.168.45,25420,''
45.15.168.45,40397,''
45.15.168.45,59761,''
45.15.168.45,40400,''
45.15.168.45,32114,''
45.15.168.45,16086,''
45.15.168.45,32117,''
45.15.168.45,49608,''
45.15.168.45,40410,''
45.15.168.45,32118,''
45.15.168.45,40413,''
45.15.168.45,32123,''
45.15.168.45,32124,''
45.15.168.45,16097,''
45.15.168.45,49629,''
45.15.168.45,49627,''
45.15.168.45,40424,''
45.15.168.45,59793,''
45.15.168.45,49632,''
45.15.168.45,40427,''
45.15.168.45,59796,''
45.15.168.45,16101,''
45.15.168.45,49637,''
45.15.168.45,16103,''
45.15.168.45,32135,''
45.15.168.45,59810,''
45.15.168.45,49649,''
45.15.168.45,25451,''
45.15.168.45,32142,''
45.15.168.45,32143,''
45.15.168.45,40440,''
45.15.168.45,32146,''
45.15.168.45,40445,''
45.15.168.45,49655,''
45.15.168.45,49658,''
45.15.168.45,25460,''
45.15.168.45,40448,''
45.15.168.45,32153,''
45.15.168.45,49662,''
45.15.168.45,40452,''
45.15.168.45,32157,''
45.15.168.45,13027,''
45.15.168.45,40455,''
45.15.168.45,40456,''
45.15.168.45,25464,''
45.15.168.45,32158,''
45.15.168.45,25466,''
45.15.168.45,25467,''
45.15.168.45,49673,''
45.15.168.45,49671,''
45.15.168.45,40458,''
45.15.168.45,49666,''
45.15.168.45,16125,''
45.15.168.45,40462,''
45.15.168.45,16120,''
45.15.168.45,49678,''
45.15.168.45,32165,''
45.15.168.45,40464,''
45.15.168.45,25472,''
45.15.168.45,59843,''
45.15.168.45,49677,''
45.15.168.45,25476,''
45.15.168.45,49683,''
45.15.168.45,59860,''
45.15.168.45,40474,''
45.15.168.45,49687,''
45.15.168.45,25485,''
45.15.168.45,49690,''
45.15.168.45,49691,''
45.15.168.45,49694,''
45.15.168.45,40485,''
45.15.168.45,59881,''
45.15.168.45,32185,''
45.15.168.45,32191,''
45.15.168.45,40495,''
45.15.168.45,13047,''
45.15.168.45,16132,''
45.15.168.45,49713,''
45.15.168.45,25503,''
45.15.168.45,10635,''
45.15.168.45,32200,''
45.15.168.45,25507,''
45.15.168.45,59905,''
45.15.168.45,49727,''
45.15.168.45,59906,''
45.15.168.45,20058,''
45.15.168.45,59911,''
45.15.168.45,40515,''
45.15.168.45,10636,''
45.15.168.45,25513,''
45.15.168.45,32212,''
45.15.168.45,40520,''
45.15.168.45,40522,''
45.15.168.45,40523,''
45.15.168.45,25518,''
45.15.168.45,40525,''
45.15.168.45,32220,''
45.15.168.45,25521,''
45.15.168.45,40527,''
45.15.168.45,40536,''
45.15.168.45,40537,''
45.15.168.45,59930,''
45.15.168.45,59933,''
45.15.168.45,59934,''
45.15.168.45,13062,''
45.15.168.45,40542,''
45.15.168.45,25528,''
45.15.168.45,20072,''
45.15.168.45,40545,''
45.15.168.45,40544,''
45.15.168.45,40546,''
45.15.168.45,40549,''
45.15.168.45,32237,''
45.15.168.45,40551,''
45.15.168.45,16162,''
45.15.168.45,40552,''
45.15.168.45,40561,''
45.15.168.45,16167,''
45.15.168.45,40567,''
45.15.168.45,32252,''
45.15.168.45,40571,''
45.15.168.45,32256,''
45.15.168.45,32258,''
45.15.168.45,59973,''
45.15.168.45,59975,''
45.15.168.45,32262,''
45.15.168.45,20092,''
45.15.168.45,32266,''
45.15.168.45,49754,''
45.15.168.45,49755,''
45.15.168.45,49759,''
45.15.168.45,32270,''
45.15.168.45,59986,''
45.15.168.45,25562,''
45.15.168.45,59995,''
45.15.168.45,16178,''
45.15.168.45,13077,''
45.15.168.45,16179,''
45.15.168.45,40608,''
45.15.168.45,16185,''
45.15.168.45,40619,''
45.15.168.45,49787,''
45.15.168.45,60025,''
45.15.168.45,20106,''
45.15.168.45,32294,''
45.15.168.45,60030,''
45.15.168.45,40622,''
45.15.168.45,49793,''
45.15.168.45,49794,''
45.15.168.45,49796,''
45.15.168.45,32297,''
45.15.168.45,40628,''
45.15.168.45,49799,''
45.15.168.45,10662,''
45.15.168.45,32298,''
45.15.168.45,40629,''
45.15.168.45,60041,''
45.15.168.45,40633,''
45.15.168.45,32304,''
45.15.168.45,49805,''
45.15.168.45,32308,''
45.15.168.45,49809,''
45.15.168.45,49813,''
45.15.168.45,25592,''
45.15.168.45,40647,''
45.15.168.45,13092,''
45.15.168.45,40649,''
45.15.168.45,32316,''
45.15.168.45,60068,''
45.15.168.45,32319,''
45.15.168.45,49825,''
45.15.168.45,40653,''
45.15.168.45,32318,''
45.15.168.45,49829,''
45.15.168.45,49831,''
45.15.168.45,20126,''
45.15.168.45,49828,''
45.15.168.45,32320,''
45.15.168.45,25603,''
45.15.168.45,60080,''
45.15.168.45,32328,''
45.15.168.45,16202,''
45.15.168.45,25606,''
45.15.168.45,49841,''
45.15.168.45,60093,''
45.15.168.45,32332,''
45.15.168.45,60095,''
45.15.168.45,49846,''
45.15.168.45,40674,''
45.15.168.45,40671,''
45.15.168.45,60097,''
45.15.168.45,40679,''
45.15.168.45,25612,''
45.15.168.45,60109,''
45.15.168.45,32345,''
45.15.168.45,40691,''
45.15.168.45,32346,''
45.15.168.45,60117,''
45.15.168.45,32348,''
45.15.168.45,25618,''
45.15.168.45,40699,''
45.15.168.45,40700,''
45.15.168.45,32355,''
45.15.168.45,49876,''
45.15.168.45,49878,''
45.15.168.45,32359,''
45.15.168.45,40705,''
45.15.168.45,49882,''
45.15.168.45,25624,''
45.15.168.45,25625,''
45.15.168.45,32361,''
45.15.168.45,40711,''
45.15.168.45,32362,''
45.15.168.45,40710,''
45.15.168.45,40715,''
45.15.168.45,40717,''
45.15.168.45,40719,''
45.15.168.45,49899,''
45.15.168.45,49898,''
45.15.168.45,49901,''
45.15.168.45,40726,''
45.15.168.45,32376,''
45.15.168.45,49902,''
45.15.168.45,40728,''
45.15.168.45,32379,''
45.15.168.45,16221,''
45.15.168.45,40733,''
45.15.168.45,40736,''
45.15.168.45,40739,''
45.15.168.45,60162,''
45.15.168.45,32387,''
45.15.168.45,40743,''
45.15.168.45,49914,''
45.15.168.45,60172,''
45.15.168.45,49925,''
45.15.168.45,40755,''
45.15.168.45,32394,''
45.15.168.45,32396,''
45.15.168.45,20181,''
45.15.168.45,49930,''
45.15.168.45,49932,''
45.15.168.45,40763,''
45.15.168.45,32401,''
45.15.168.45,60196,''
45.15.168.45,49936,''
45.15.168.45,20186,''
45.15.168.45,49937,''
45.15.168.45,49942,''
45.15.168.45,40772,''
45.15.168.45,60215,''
45.15.168.45,25666,''
45.15.168.45,49949,''
45.15.168.45,40776,''
45.15.168.45,40777,''
45.15.168.45,60219,''
45.15.168.45,32418,''
45.15.168.45,49954,''
45.15.168.45,32419,''
45.15.168.45,20196,''
45.15.168.45,49958,''
45.15.168.45,60230,''
45.15.168.45,40785,''
45.15.168.45,60232,''
45.15.168.45,16239,''
45.15.168.45,40784,''
45.15.168.45,49963,''
45.15.168.45,25676,''
45.15.168.45,40787,''
45.15.168.45,13126,''
45.15.168.45,40791,''
45.15.168.45,49966,''
45.15.168.45,20200,''
45.15.168.45,49965,''
45.15.168.45,60237,''
45.15.168.45,32431,''
45.15.168.45,40793,''
45.15.168.45,49971,''
45.15.168.45,49978,''
45.15.168.45,40802,''
45.15.168.45,49979,''
45.15.168.45,60255,''
45.15.168.45,32440,''
45.15.168.45,60263,''
45.15.168.45,60266,''
45.15.168.45,40814,''
45.15.168.45,32452,''
45.15.168.45,40816,''
45.15.168.45,25692,''
45.15.168.45,40815,''
45.15.168.45,32455,''
45.15.168.45,50002,''
45.15.168.45,40821,''
45.15.168.45,40824,''
45.15.168.45,20215,''
45.15.168.45,40827,''
45.15.168.45,40829,''
45.15.168.45,25703,''
45.15.168.45,25705,''
45.15.168.45,20219,''
45.15.168.45,60302,''
45.15.168.45,40837,''
45.15.168.45,25704,''
45.15.168.45,32468,''
45.15.168.45,40836,''
45.15.168.45,32470,''
45.15.168.45,25706,''
45.15.168.45,50021,''
45.15.168.45,25708,''
45.15.168.45,60306,''
45.15.168.45,50022,''
45.15.168.45,50019,''
45.15.168.45,50028,''
45.15.168.45,32477,''
45.15.168.45,40843,''
45.15.168.45,32475,''
45.15.168.45,60316,''
45.15.168.45,40845,''
45.15.168.45,50030,''
45.15.168.45,25713,''
45.15.168.45,50032,''
45.15.168.45,16260,''
45.15.168.45,50034,''
45.15.168.45,40850,''
45.15.168.45,10713,''
45.15.168.45,50040,''
45.15.168.45,60328,''
45.15.168.45,50038,''
45.15.168.45,60331,''
45.15.168.45,32488,''
45.15.168.45,50043,''
45.15.168.45,40855,''
45.15.168.45,50048,''
45.15.168.45,32490,''
45.15.168.45,50051,''
45.15.168.45,50052,''
45.15.168.45,60340,''
45.15.168.45,60343,''
45.15.168.45,16263,''
45.15.168.45,50056,''
45.15.168.45,40864,''
45.15.168.45,50059,''
45.15.168.45,60348,''
45.15.168.45,32496,''
45.15.168.45,50060,''
45.15.168.45,25724,''
45.15.168.45,50063,''
45.15.168.45,20235,''
45.15.168.45,40870,''
45.15.168.45,32498,''
45.15.168.45,50064,''
45.15.168.45,50069,''
45.15.168.45,32503,''
45.15.168.45,40872,''
45.15.168.45,50067,''
45.15.168.45,13152,''
45.15.168.45,40873,''
45.15.168.45,50070,''
45.15.168.45,50073,''
45.15.168.45,25733,''
45.15.168.45,50075,''
45.15.168.45,40876,''
45.15.168.45,25735,''
45.15.168.45,13155,''
45.15.168.45,40881,''
45.15.168.45,40884,''
45.15.168.45,50087,''
45.15.168.45,50090,''
45.15.168.45,50092,''
45.15.168.45,50096,''
45.15.168.45,32523,''
45.15.168.45,40889,''
45.15.168.45,50095,''
45.15.168.45,40893,''
45.15.168.45,50098,''
45.15.168.45,50100,''
45.15.168.45,60390,''
45.15.168.45,60392,''
45.15.168.45,32528,''
45.15.168.45,50104,''
45.15.168.45,40898,''
45.15.168.45,50110,''
45.15.168.45,20256,''
45.15.168.45,60401,''
45.15.168.45,10729,''
45.15.168.45,60406,''
45.15.168.45,50121,''
45.15.168.45,50124,''
45.15.168.45,40912,''
45.15.168.45,25767,''
45.15.168.45,60429,''
45.15.168.45,40922,''
45.15.168.45,25769,''
45.15.168.45,40924,''
45.15.168.45,40926,''
45.15.168.45,40931,''
45.15.168.45,32552,''
45.15.168.45,50149,''
45.15.168.45,50148,''
45.15.168.45,40936,''
45.15.168.45,16295,''
45.15.168.45,50153,''
45.15.168.45,60453,''
45.15.168.45,25783,''
45.15.168.45,10738,''
45.15.168.45,25785,''
45.15.168.45,50158,''
45.15.168.45,25786,''
45.15.168.45,40944,''
45.15.168.45,32566,''
45.15.168.45,40947,''
45.15.168.45,50166,''
45.15.168.45,40951,''
45.15.168.45,40950,''
45.15.168.45,20282,''
45.15.168.45,32574,''
45.15.168.45,40954,''
45.15.168.45,32573,''
45.15.168.45,50190,''
45.15.168.45,25801,''
45.15.168.45,50194,''
45.15.168.45,40965,''
45.15.168.45,32585,''
45.15.168.45,16308,''
45.15.168.45,50197,''
45.15.168.45,20292,''
45.15.168.45,25807,''
45.15.168.45,32589,''
45.15.168.45,40968,''
45.15.168.45,50205,''
45.15.168.45,40971,''
45.15.168.45,25811,''
45.15.168.45,40973,''
45.15.168.45,50208,''
45.15.168.45,32598,''
45.15.168.45,40975,''
45.15.168.45,25814,''
45.15.168.45,50216,''
45.15.168.45,25817,''
45.15.168.45,32603,''
45.15.168.45,40981,''
45.15.168.45,32604,''
45.15.168.45,40980,''
45.15.168.45,32607,''
45.15.168.45,50226,''
45.15.168.45,25823,''
45.15.168.45,20305,''
45.15.168.45,60519,''
45.15.168.45,60521,''
45.15.168.45,50231,''
45.15.168.45,32615,''
45.15.168.45,40992,''
45.15.168.45,25828,''
45.15.168.45,40996,''
45.15.168.45,20307,''
45.15.168.45,50240,''
45.15.168.45,32621,''
45.15.168.45,41002,''
45.15.168.45,50242,''
45.15.168.45,32622,''
45.15.168.45,41003,''
45.15.168.45,50247,''
45.15.168.45,41008,''
45.15.168.45,50251,''
45.15.168.45,41010,''
45.15.168.45,50254,''
45.15.168.45,60551,''
45.15.168.45,50262,''
45.15.168.45,41017,''
45.15.168.45,60560,''
45.15.168.45,32634,''
45.15.168.45,32635,''
45.15.168.45,20326,''
45.15.168.45,60568,''
45.15.168.45,41024,''
45.15.168.45,50275,''
45.15.168.45,60571,''
45.15.168.45,50278,''
45.15.168.45,32646,''
45.15.168.45,50282,''
45.15.168.45,60585,''
45.15.168.45,50287,''
45.15.168.45,25861,''
45.15.168.45,50289,''
45.15.168.45,25863,''
45.15.168.45,41044,''
45.15.168.45,50292,''
45.15.168.45,32660,''
45.15.168.45,32659,''
45.15.168.45,41050,''
45.15.168.45,25869,''
45.15.168.45,20336,''
45.15.168.45,32661,''
45.15.168.45,50300,''
45.15.168.45,50301,''
45.15.168.45,50303,''
45.15.168.45,32666,''
45.15.168.45,50306,''
45.15.168.45,25873,''
45.15.168.45,25875,''
45.15.168.45,41063,''
45.15.168.45,50309,''
45.15.168.45,41065,''
45.15.168.45,41070,''
45.15.168.45,41073,''
45.15.168.45,25883,''
45.15.168.45,50320,''
45.15.168.45,60627,''
45.15.168.45,32680,''
45.15.168.45,25888,''
45.15.168.45,20349,''
45.15.168.45,20350,''
45.15.168.45,32690,''
45.15.168.45,60633,''
45.15.168.45,60641,''
45.15.168.45,32702,''
45.15.168.45,32711,''
45.15.168.45,32713,''
45.15.168.45,25911,''
45.15.168.45,16362,''
45.15.168.45,50352,''
45.15.168.45,25914,''
45.15.168.45,60661,''
45.15.168.45,25913,''
45.15.168.45,25915,''
45.15.168.45,32719,''
45.15.168.45,50358,''
45.15.168.45,32728,''
45.15.168.45,25919,''
45.15.168.45,60671,''
45.15.168.45,50363,''
45.15.168.45,20380,''
45.15.168.45,60677,''
45.15.168.45,60681,''
45.15.168.45,60684,''
45.15.168.45,50379,''
45.15.168.45,32746,''
45.15.168.45,16375,''
45.15.168.45,32751,''
45.15.168.45,32752,''
45.15.168.45,25933,''
45.15.168.45,32756,''
45.15.168.45,20392,''
45.15.168.45,60692,''
45.15.168.45,25940,''
45.15.168.45,60695,''
