ip,port,server
45.15.168.45,34053,''
45.15.168.45,42700,''
45.15.168.45,62673,''
45.15.168.45,62656,''
45.15.168.45,27060,''
45.15.168.45,62572,''
45.15.168.45,62668,''
45.15.168.45,34079,''
45.15.168.45,34090,''
45.15.168.45,34021,''
45.15.168.45,62691,''
45.15.168.45,62699,''
45.15.168.45,62700,''
45.15.168.45,34096,''
45.15.168.45,27091,''
45.15.168.45,62705,''
45.15.168.45,52016,''
45.15.168.45,62706,''
45.15.168.45,62708,''
45.15.168.45,62639,''
45.15.168.45,27101,''
45.15.168.45,52025,''
45.15.168.45,52036,''
45.15.168.45,62726,''
45.15.168.45,62719,''
45.15.168.45,34119,''
45.15.168.45,34118,''
45.15.168.45,62715,''
45.15.168.45,52030,''
45.15.168.45,52037,''
45.15.168.45,34127,''
45.15.168.45,52027,''
45.15.168.45,62739,''
45.15.168.45,34105,''
45.15.168.45,34130,''
45.15.168.45,21314,''
45.15.168.45,62744,''
45.15.168.45,62753,''
45.15.168.45,27118,''
45.15.168.45,62752,''
45.15.168.45,62750,''
45.15.168.45,34131,''
45.15.168.45,21328,''
45.15.168.45,27120,''
45.15.168.45,62756,''
45.15.168.45,52061,''
45.15.168.45,34147,''
45.15.168.45,52062,''
45.15.168.45,52052,''
45.15.168.45,34143,''
45.15.168.45,21326,''
45.15.168.45,62763,''
45.15.168.45,34151,''
45.15.168.45,52041,''
45.15.168.45,62742,''
45.15.168.45,62743,''
45.15.168.45,34155,''
45.15.168.45,62767,''
45.15.168.45,62768,''
45.15.168.45,62761,''
45.15.168.45,52067,''
45.15.168.45,52068,''
45.15.168.45,27137,''
45.15.168.45,27138,''
45.15.168.45,52072,''
45.15.168.45,62776,''
45.15.168.45,52084,''
45.15.168.45,62781,''
45.15.168.45,52090,''
45.15.168.45,42719,''
45.15.168.45,52095,''
45.15.168.45,62774,''
45.15.168.45,52101,''
45.15.168.45,27153,''
45.15.168.45,34177,''
45.15.168.45,52103,''
45.15.168.45,42728,''
45.15.168.45,52108,''
45.15.168.45,62804,''
45.15.168.45,27157,''
45.15.168.45,42733,''
45.15.168.45,27160,''
45.15.168.45,42736,''
45.15.168.45,42734,''
45.15.168.45,52121,''
45.15.168.45,27154,''
45.15.168.45,42742,''
45.15.168.45,52051,''
45.15.168.45,42743,''
45.15.168.45,62819,''
45.15.168.45,27165,''
45.15.168.45,34197,''
45.15.168.45,52124,''
45.15.168.45,42723,''
45.15.168.45,42747,''
45.15.168.45,34199,''
45.15.168.45,42746,''
45.15.168.45,21364,''
45.15.168.45,13769,''
45.15.168.45,62822,''
45.15.168.45,62816,''
45.15.168.45,52116,''
45.15.168.45,34200,''
45.15.168.45,27170,''
45.15.168.45,62826,''
45.15.168.45,42748,''
45.15.168.45,52131,''
45.15.168.45,34203,''
45.15.168.45,62832,''
45.15.168.45,52135,''
45.15.168.45,62935,''
45.15.168.45,62930,''
45.15.168.45,21422,''
45.15.168.45,43149,''
45.15.168.45,27282,''
45.15.168.45,21576,''
45.15.168.45,63295,''
45.15.168.45,34520,''
45.15.168.45,43146,''
45.15.168.45,27387,''
45.15.168.45,42970,''
45.15.168.45,34358,''
45.15.168.45,63333,''
45.15.168.45,43049,''
45.15.168.45,42919,''
45.15.168.45,34465,''
45.15.168.45,34523,''
45.15.168.45,34372,''
45.15.168.45,63198,''
45.15.168.45,52352,''
45.15.168.45,63178,''
45.15.168.45,52428,''
45.15.168.45,63091,''
45.15.168.45,52298,''
45.15.168.45,52551,''
45.15.168.45,52246,''
45.15.168.45,63329,''
45.15.168.45,52524,''
45.15.168.45,63018,''
45.15.168.45,52390,''
45.15.168.45,17227,''
45.15.168.45,34347,''
45.15.168.45,27360,''
45.15.168.45,52476,''
45.15.168.45,52544,''
45.15.168.45,43094,''
45.15.168.45,27443,''
45.15.168.45,62908,''
45.15.168.45,27374,''
45.15.168.45,43140,''
45.15.168.45,27289,''
45.15.168.45,34354,''
45.15.168.45,62995,''
45.15.168.45,17184,''
45.15.168.45,63010,''
45.15.168.45,52420,''
45.15.168.45,21588,''
45.15.168.45,63021,''
45.15.168.45,52591,''
45.15.168.45,21472,''
45.15.168.45,21526,''
45.15.168.45,63020,''
45.15.168.45,34388,''
45.15.168.45,52188,''
45.15.168.45,52376,''
45.15.168.45,43042,''
45.15.168.45,52418,''
45.15.168.45,63314,''
45.15.168.45,63039,''
45.15.168.45,43016,''
45.15.168.45,17157,''
45.15.168.45,52553,''
45.15.168.45,63325,''
45.15.168.45,63359,''
45.15.168.45,52468,''
45.15.168.45,52271,''
45.15.168.45,34375,''
45.15.168.45,63052,''
45.15.168.45,34356,''
45.15.168.45,34531,''
45.15.168.45,63069,''
45.15.168.45,42908,''
45.15.168.45,52387,''
45.15.168.45,52140,''
45.15.168.45,52381,''
45.15.168.45,42855,''
45.15.168.45,63112,''
45.15.168.45,63083,''
45.15.168.45,43081,''
45.15.168.45,34506,''
45.15.168.45,52367,''
45.15.168.45,52318,''
45.15.168.45,42866,''
45.15.168.45,27400,''
45.15.168.45,17166,''
45.15.168.45,52346,''
45.15.168.45,43050,''
45.15.168.45,63047,''
45.15.168.45,27335,''
45.15.168.45,27299,''
45.15.168.45,52307,''
45.15.168.45,34494,''
45.15.168.45,43171,''
45.15.168.45,52598,''
45.15.168.45,34562,''
45.15.168.45,63418,''
45.15.168.45,21630,''
45.15.168.45,43216,''
45.15.168.45,43213,''
45.15.168.45,52637,''
45.15.168.45,52648,''
45.15.168.45,43210,''
45.15.168.45,52654,''
45.15.168.45,43224,''
45.15.168.45,43251,''
45.15.168.45,43341,''
45.15.168.45,43261,''
45.15.168.45,63484,''
45.15.168.45,63542,''
45.15.168.45,52680,''
45.15.168.45,63511,''
45.15.168.45,27563,''
45.15.168.45,52757,''
45.15.168.45,17312,''
45.15.168.45,43359,''
45.15.168.45,34612,''
45.15.168.45,63458,''
45.15.168.45,63488,''
45.15.168.45,63470,''
45.15.168.45,63597,''
45.15.168.45,52674,''
45.15.168.45,43305,''
45.15.168.45,27577,''
45.15.168.45,34713,''
45.15.168.45,13952,''
45.15.168.45,43297,''
45.15.168.45,63486,''
45.15.168.45,52731,''
45.15.168.45,63504,''
45.15.168.45,63595,''
45.15.168.45,21670,''
45.15.168.45,52672,''
45.15.168.45,63489,''
45.15.168.45,34700,''
45.15.168.45,17309,''
45.15.168.45,52763,''
45.15.168.45,34634,''
45.15.168.45,34721,''
45.15.168.45,52786,''
45.15.168.45,52714,''
45.15.168.45,52793,''
45.15.168.45,34621,''
45.15.168.45,63540,''
45.15.168.45,43255,''
45.15.168.45,27520,''
45.15.168.45,52719,''
45.15.168.45,52771,''
45.15.168.45,52798,''
45.15.168.45,43266,''
45.15.168.45,34622,''
45.15.168.45,17313,''
45.15.168.45,43349,''
45.15.168.45,63571,''
45.15.168.45,43329,''
45.15.168.45,21647,''
45.15.168.45,52796,''
45.15.168.45,63578,''
45.15.168.45,52775,''
45.15.168.45,63509,''
45.15.168.45,34655,''
45.15.168.45,43342,''
45.15.168.45,43273,''
45.15.168.45,63612,''
45.15.168.45,34715,''
45.15.168.45,43252,''
45.15.168.45,27607,''
45.15.168.45,63554,''
45.15.168.45,43365,''
45.15.168.45,34693,''
45.15.168.45,52709,''
45.15.168.45,43262,''
45.15.168.45,34720,''
45.15.168.45,52828,''
45.15.168.45,27612,''
45.15.168.45,52830,''
45.15.168.45,34731,''
45.15.168.45,52835,''
45.15.168.45,52831,''
45.15.168.45,63657,''
45.15.168.45,52840,''
45.15.168.45,34733,''
45.15.168.45,52845,''
45.15.168.45,34739,''
45.15.168.45,52846,''
45.15.168.45,27620,''
45.15.168.45,52852,''
45.15.168.45,34745,''
45.15.168.45,43395,''
45.15.168.45,43401,''
45.15.168.45,52851,''
45.15.168.45,43394,''
45.15.168.45,27615,''
45.15.168.45,43406,''
45.15.168.45,63655,''
45.15.168.45,63673,''
45.15.168.45,63675,''
45.15.168.45,63684,''
45.15.168.45,63676,''
45.15.168.45,52865,''
45.15.168.45,63699,''
45.15.168.45,63703,''
45.15.168.45,52881,''
45.15.168.45,63708,''
45.15.168.45,63705,''
45.15.168.45,27631,''
45.15.168.45,52882,''
45.15.168.45,63701,''
45.15.168.45,43445,''
45.15.168.45,63700,''
45.15.168.45,17354,''
45.15.168.45,11362,''
45.15.168.45,43448,''
45.15.168.45,27650,''
45.15.168.45,52901,''
45.15.168.45,52907,''
45.15.168.45,43466,''
45.15.168.45,63721,''
45.15.168.45,34793,''
45.15.168.45,63735,''
45.15.168.45,63725,''
45.15.168.45,63724,''
45.15.168.45,52896,''
45.15.168.45,43468,''
45.15.168.45,52914,''
45.15.168.45,63759,''
45.15.168.45,63752,''
45.15.168.45,63758,''
45.15.168.45,52923,''
45.15.168.45,34798,''
45.15.168.45,52930,''
45.15.168.45,34804,''
45.15.168.45,34803,''
45.15.168.45,63765,''
45.15.168.45,34810,''
45.15.168.45,63775,''
45.15.168.45,52949,''
45.15.168.45,52954,''
45.15.168.45,63781,''
45.15.168.45,52946,''
45.15.168.45,43504,''
45.15.168.45,52922,''
45.15.168.45,52929,''
45.15.168.45,21782,''
45.15.168.45,43497,''
45.15.168.45,63772,''
45.15.168.45,43495,''
45.15.168.45,21783,''
45.15.168.45,34822,''
45.15.168.45,63800,''
45.15.168.45,63796,''
45.15.168.45,43515,''
45.15.168.45,13997,''
45.15.168.45,52967,''
45.15.168.45,63816,''
45.15.168.45,34838,''
45.15.168.45,34836,''
45.15.168.45,52978,''
45.15.168.45,63801,''
45.15.168.45,52983,''
45.15.168.45,63814,''
45.15.168.45,63807,''
45.15.168.45,63830,''
45.15.168.45,34841,''
45.15.168.45,34851,''
45.15.168.45,52995,''
45.15.168.45,11382,''
45.15.168.45,43524,''
45.15.168.45,34818,''
45.15.168.45,43525,''
45.15.168.45,43521,''
45.15.168.45,53004,''
45.15.168.45,27721,''
45.15.168.45,53009,''
45.15.168.45,53010,''
45.15.168.45,63851,''
45.15.168.45,63853,''
45.15.168.45,27722,''
45.15.168.45,43537,''
45.15.168.45,53001,''
45.15.168.45,43540,''
45.15.168.45,63857,''
45.15.168.45,63866,''
45.15.168.45,63864,''
45.15.168.45,27731,''
45.15.168.45,53025,''
45.15.168.45,34853,''
45.15.168.45,63870,''
45.15.168.45,63877,''
45.15.168.45,34884,''
45.15.168.45,21822,''
45.15.168.45,43559,''
45.15.168.45,63882,''
45.15.168.45,53042,''
45.15.168.45,53045,''
45.15.168.45,43564,''
45.15.168.45,63892,''
45.15.168.45,63876,''
45.15.168.45,63899,''
45.15.168.45,53057,''
45.15.168.45,63908,''
45.15.168.45,43579,''
45.15.168.45,43583,''
45.15.168.45,52996,''
45.15.168.45,43589,''
45.15.168.45,34913,''
45.15.168.45,53075,''
45.15.168.45,53078,''
45.15.168.45,34916,''
45.15.168.45,34904,''
45.15.168.45,27763,''
45.15.168.45,53086,''
45.15.168.45,43597,''
45.15.168.45,43601,''
45.15.168.45,34924,''
45.15.168.45,63933,''
45.15.168.45,63920,''
45.15.168.45,43613,''
45.15.168.45,63891,''
45.15.168.45,27770,''
45.15.168.45,43605,''
45.15.168.45,43618,''
45.15.168.45,43620,''
45.15.168.45,53095,''
45.15.168.45,52638,''
45.15.168.45,64041,''
45.15.168.45,53089,''
45.15.168.45,43827,''
45.15.168.45,64232,''
45.15.168.45,22037,''
45.15.168.45,53309,''
45.15.168.45,34950,''
45.15.168.45,43851,''
45.15.168.45,53291,''
45.15.168.45,14119,''
45.15.168.45,53312,''
45.15.168.45,53319,''
45.15.168.45,53320,''
45.15.168.45,43434,''
45.15.168.45,53308,''
45.15.168.45,63959,''
45.15.168.45,53333,''
45.15.168.45,53306,''
45.15.168.45,35178,''
45.15.168.45,64248,''
45.15.168.45,64235,''
45.15.168.45,43800,''
45.15.168.45,43852,''
45.15.168.45,64239,''
45.15.168.45,64253,''
45.15.168.45,63893,''
45.15.168.45,34741,''
45.15.168.45,53094,''
45.15.168.45,43868,''
45.15.168.45,22019,''
45.15.168.45,64251,''
45.15.168.45,63953,''
45.15.168.45,43848,''
45.15.168.45,53300,''
45.15.168.45,64215,''
45.15.168.45,53332,''
45.15.168.45,64223,''
45.15.168.45,64205,''
45.15.168.45,43639,''
45.15.168.45,53318,''
45.15.168.45,43859,''
45.15.168.45,53325,''
45.15.168.45,53326,''
45.15.168.45,53307,''
45.15.168.45,53334,''
45.15.168.45,64259,''
45.15.168.45,43734,''
45.15.168.45,34632,''
45.15.168.45,64261,''
45.15.168.45,53184,''
45.15.168.45,53161,''
45.15.168.45,53337,''
45.15.168.45,53112,''
45.15.168.45,64267,''
45.15.168.45,35028,''
45.15.168.45,43885,''
45.15.168.45,53345,''
45.15.168.45,43728,''
45.15.168.45,43723,''
45.15.168.45,53346,''
45.15.168.45,53106,''
45.15.168.45,64273,''
45.15.168.45,64096,''
45.15.168.45,53349,''
45.15.168.45,43891,''
45.15.168.45,64066,''
45.15.168.45,64282,''
45.15.168.45,53202,''
45.15.168.45,64067,''
45.15.168.45,43764,''
45.15.168.45,64284,''
45.15.168.45,43710,''
45.15.168.45,43735,''
45.15.168.45,63479,''
45.15.168.45,27786,''
45.15.168.45,27846,''
45.15.168.45,64001,''
45.15.168.45,63461,''
45.15.168.45,43904,''
45.15.168.45,22059,''
45.15.168.45,64302,''
45.15.168.45,64030,''
45.15.168.45,43909,''
45.15.168.45,64018,''
45.15.168.45,43693,''
45.15.168.45,53374,''
45.15.168.45,64304,''
45.15.168.45,64049,''
45.15.168.45,64031,''
45.15.168.45,27822,''
45.15.168.45,35212,''
45.15.168.45,53190,''
45.15.168.45,53136,''
45.15.168.45,53143,''
45.15.168.45,64007,''
45.15.168.45,21888,''
45.15.168.45,64174,''
45.15.168.45,43917,''
45.15.168.45,53380,''
45.15.168.45,35217,''
45.15.168.45,53382,''
45.15.168.45,64315,''
45.15.168.45,64323,''
45.15.168.45,53387,''
45.15.168.45,64042,''
45.15.168.45,21984,''
45.15.168.45,53275,''
45.15.168.45,35224,''
45.15.168.45,22078,''
45.15.168.45,53390,''
45.15.168.45,53392,''
45.15.168.45,53395,''
45.15.168.45,43934,''
45.15.168.45,64333,''
45.15.168.45,53407,''
45.15.168.45,64340,''
45.15.168.45,35148,''
45.15.168.45,43943,''
45.15.168.45,64346,''
45.15.168.45,64345,''
45.15.168.45,53414,''
45.15.168.45,53415,''
45.15.168.45,53416,''
45.15.168.45,53413,''
45.15.168.45,53419,''
45.15.168.45,22093,''
45.15.168.45,53420,''
45.15.168.45,53422,''
45.15.168.45,22032,''
45.15.168.45,64348,''
45.15.168.45,64355,''
45.15.168.45,17600,''
45.15.168.45,53423,''
45.15.168.45,17601,''
45.15.168.45,64361,''
45.15.168.45,53427,''
45.15.168.45,64369,''
45.15.168.45,64370,''
45.15.168.45,35257,''
45.15.168.45,53436,''
45.15.168.45,53444,''
45.15.168.45,53443,''
45.15.168.45,35264,''
45.15.168.45,64381,''
45.15.168.45,43982,''
45.15.168.45,35271,''
45.15.168.45,22120,''
45.15.168.45,53454,''
45.15.168.45,22126,''
45.15.168.45,43988,''
45.15.168.45,35274,''
45.15.168.45,43992,''
45.15.168.45,35277,''
45.15.168.45,35276,''
45.15.168.45,53465,''
45.15.168.45,43979,''
45.15.168.45,7754,''
45.15.168.45,53473,''
45.15.168.45,27879,''
45.15.168.45,27882,''
45.15.168.45,53478,''
45.15.168.45,53475,''
45.15.168.45,53474,''
45.15.168.45,53479,''
45.15.168.45,44002,''
45.15.168.45,53486,''
45.15.168.45,44008,''
45.15.168.45,43990,''
45.15.168.45,35267,''
45.15.168.45,44011,''
45.15.168.45,44018,''
45.15.168.45,53493,''
45.15.168.45,44027,''
45.15.168.45,35315,''
45.15.168.45,14182,''
45.15.168.45,27889,''
45.15.168.45,64390,''
45.15.168.45,53507,''
45.15.168.45,27888,''
45.15.168.45,27892,''
45.15.168.45,35309,''
45.15.168.45,35316,''
45.15.168.45,53522,''
45.15.168.45,64396,''
45.15.168.45,44037,''
45.15.168.45,44035,''
45.15.168.45,64412,''
45.15.168.45,64411,''
45.15.168.45,53532,''
45.15.168.45,35344,''
45.15.168.45,53548,''
45.15.168.45,44048,''
45.15.168.45,35341,''
45.15.168.45,44071,''
45.15.168.45,35356,''
45.15.168.45,64425,''
45.15.168.45,64445,''
45.15.168.45,53555,''
45.15.168.45,53540,''
45.15.168.45,27914,''
45.15.168.45,44068,''
45.15.168.45,43981,''
45.15.168.45,22163,''
45.15.168.45,44076,''
45.15.168.45,53554,''
45.15.168.45,27923,''
45.15.168.45,64449,''
45.15.168.45,64442,''
45.15.168.45,64429,''
45.15.168.45,64424,''
45.15.168.45,22169,''
45.15.168.45,53541,''
45.15.168.45,43987,''
45.15.168.45,35360,''
45.15.168.45,35351,''
45.15.168.45,22170,''
45.15.168.45,64456,''
45.15.168.45,64460,''
45.15.168.45,64453,''
45.15.168.45,64463,''
45.15.168.45,53569,''
45.15.168.45,64461,''
45.15.168.45,27925,''
45.15.168.45,64444,''
45.15.168.45,44070,''
45.15.168.45,53570,''
45.15.168.45,44093,''
45.15.168.45,27946,''
45.15.168.45,53581,''
45.15.168.45,53579,''
45.15.168.45,53580,''
45.15.168.45,27954,''
45.15.168.45,44096,''
45.15.168.45,44100,''
45.15.168.45,44105,''
45.15.168.45,27951,''
45.15.168.45,64488,''
45.15.168.45,44109,''
45.15.168.45,53597,''
45.15.168.45,64496,''
45.15.168.45,22190,''
45.15.168.45,64506,''
45.15.168.45,53529,''
45.15.168.45,35367,''
45.15.168.45,64498,''
45.15.168.45,53578,''
45.15.168.45,64510,''
45.15.168.45,64422,''
45.15.168.45,11564,''
45.15.168.45,53619,''
45.15.168.45,17678,''
45.15.168.45,53637,''
45.15.168.45,44126,''
45.15.168.45,35378,''
45.15.168.45,35397,''
45.15.168.45,53653,''
45.15.168.45,64569,''
45.15.168.45,35403,''
45.15.168.45,11579,''
45.15.168.45,64561,''
45.15.168.45,64565,''
45.15.168.45,53658,''
45.15.168.45,53638,''
45.15.168.45,64567,''
45.15.168.45,53671,''
45.15.168.45,35414,''
45.15.168.45,64580,''
45.15.168.45,53673,''
45.15.168.45,35424,''
45.15.168.45,64586,''
45.15.168.45,17692,''
45.15.168.45,64588,''
45.15.168.45,64593,''
45.15.168.45,22229,''
45.15.168.45,35435,''
45.15.168.45,35449,''
45.15.168.45,44202,''
45.15.168.45,53678,''
45.15.168.45,64599,''
45.15.168.45,27982,''
45.15.168.45,28027,''
45.15.168.45,53692,''
45.15.168.45,44194,''
45.15.168.45,35452,''
45.15.168.45,35440,''
45.15.168.45,64616,''
45.15.168.45,53687,''
45.15.168.45,44187,''
45.15.168.45,17704,''
45.15.168.45,7793,''
45.15.168.45,53693,''
45.15.168.45,64610,''
45.15.168.45,64518,''
45.15.168.45,53667,''
45.15.168.45,28032,''
45.15.168.45,64646,''
45.15.168.45,64658,''
45.15.168.45,53721,''
45.15.168.45,53762,''
45.15.168.45,64693,''
45.15.168.45,44261,''
45.15.168.45,64688,''
45.15.168.45,64683,''
45.15.168.45,35475,''
45.15.168.45,64711,''
45.15.168.45,35482,''
45.15.168.45,53758,''
45.15.168.45,64717,''
45.15.168.45,64705,''
45.15.168.45,64679,''
45.15.168.45,44277,''
45.15.168.45,28061,''
45.15.168.45,28097,''
45.15.168.45,64735,''
45.15.168.45,64708,''
45.15.168.45,44258,''
45.15.168.45,53750,''
45.15.168.45,35511,''
45.15.168.45,53738,''
45.15.168.45,53757,''
45.15.168.45,64511,''
45.15.168.45,28071,''
45.15.168.45,44269,''
45.15.168.45,53780,''
45.15.168.45,53770,''
45.15.168.45,35536,''
45.15.168.45,53787,''
45.15.168.45,44283,''
45.15.168.45,53772,''
45.15.168.45,22277,''
45.15.168.45,44289,''
45.15.168.45,64704,''
45.15.168.45,64738,''
45.15.168.45,35537,''
45.15.168.45,53753,''
45.15.168.45,64740,''
45.15.168.45,35549,''
45.15.168.45,53806,''
45.15.168.45,44298,''
45.15.168.45,35556,''
45.15.168.45,64753,''
45.15.168.45,53821,''
45.15.168.45,28108,''
45.15.168.45,53819,''
45.15.168.45,53822,''
45.15.168.45,64760,''
45.15.168.45,35565,''
45.15.168.45,35564,''
45.15.168.45,22300,''
45.15.168.45,53791,''
45.15.168.45,53828,''
45.15.168.45,53830,''
45.15.168.45,35569,''
45.15.168.45,22301,''
45.15.168.45,44322,''
45.15.168.45,64771,''
45.15.168.45,53837,''
45.15.168.45,44323,''
45.15.168.45,64778,''
45.15.168.45,53838,''
45.15.168.45,64782,''
45.15.168.45,22304,''
45.15.168.45,44334,''
45.15.168.45,53849,''
45.15.168.45,35585,''
45.15.168.45,64793,''
45.15.168.45,22308,''
45.15.168.45,64800,''
45.15.168.45,64804,''
45.15.168.45,53860,''
45.15.168.45,53861,''
45.15.168.45,35588,''
45.15.168.45,53863,''
45.15.168.45,44351,''
45.15.168.45,44348,''
45.15.168.45,64814,''
45.15.168.45,53867,''
45.15.168.45,53865,''
45.15.168.45,35597,''
45.15.168.45,35598,''
45.15.168.45,64522,''
45.15.168.45,64809,''
45.15.168.45,44358,''
45.15.168.45,35605,''
45.15.168.45,64812,''
45.15.168.45,44274,''
45.15.168.45,53878,''
45.15.168.45,35608,''
45.15.168.45,35609,''
45.15.168.45,53862,''
45.15.168.45,64835,''
45.15.168.45,53871,''
45.15.168.45,53886,''
45.15.168.45,53875,''
45.15.168.45,64841,''
45.15.168.45,44370,''
45.15.168.45,44361,''
45.15.168.45,44359,''
45.15.168.45,53887,''
45.15.168.45,64850,''
45.15.168.45,64765,''
45.15.168.45,64853,''
45.15.168.45,44380,''
45.15.168.45,64863,''
45.15.168.45,44393,''
45.15.168.45,64860,''
45.15.168.45,22325,''
45.15.168.45,44387,''
45.15.168.45,64855,''
45.15.168.45,35630,''
45.15.168.45,44388,''
45.15.168.45,64885,''
45.15.168.45,44396,''
45.15.168.45,64875,''
45.15.168.45,35638,''
45.15.168.45,53908,''
45.15.168.45,53924,''
45.15.168.45,44404,''
45.15.168.45,53911,''
45.15.168.45,64861,''
45.15.168.45,64871,''
45.15.168.45,53914,''
45.15.168.45,64879,''
45.15.168.45,35628,''
45.15.168.45,22335,''
45.15.168.45,53903,''
45.15.168.45,44405,''
45.15.168.45,64864,''
45.15.168.45,64897,''
45.15.168.45,53934,''
45.15.168.45,35647,''
45.15.168.45,64899,''
45.15.168.45,53936,''
45.15.168.45,44411,''
45.15.168.45,44385,''
45.15.168.45,44415,''
45.15.168.45,28191,''
45.15.168.45,17786,''
45.15.168.45,17782,''
45.15.168.45,64911,''
45.15.168.45,53947,''
45.15.168.45,53941,''
45.15.168.45,44423,''
45.15.168.45,64920,''
45.15.168.45,22352,''
45.15.168.45,53954,''
45.15.168.45,53951,''
45.15.168.45,64923,''
45.15.168.45,35666,''
45.15.168.45,53956,''
45.15.168.45,64934,''
45.15.168.45,17792,''
45.15.168.45,44433,''
45.15.168.45,22356,''
45.15.168.45,64938,''
45.15.168.45,35672,''
45.15.168.45,44439,''
45.15.168.45,53966,''
45.15.168.45,64922,''
45.15.168.45,53967,''
45.15.168.45,64958,''
45.15.168.45,64957,''
45.15.168.45,64941,''
45.15.168.45,28212,''
45.15.168.45,53981,''
45.15.168.45,53984,''
45.15.168.45,44451,''
45.15.168.45,64962,''
45.15.168.45,44461,''
45.15.168.45,64977,''
45.15.168.45,35705,''
45.15.168.45,53992,''
45.15.168.45,22377,''
45.15.168.45,53993,''
45.15.168.45,64963,''
45.15.168.45,54000,''
45.15.168.45,44467,''
45.15.168.45,54026,''
45.15.168.45,65000,''
45.15.168.45,64985,''
45.15.168.45,44483,''
45.15.168.45,54035,''
45.15.168.45,44493,''
45.15.168.45,65001,''
45.15.168.45,28240,''
45.15.168.45,44501,''
45.15.168.45,44505,''
45.15.168.45,54040,''
45.15.168.45,54046,''
45.15.168.45,35733,''
45.15.168.45,28258,''
45.15.168.45,65038,''
45.15.168.45,35745,''
45.15.168.45,64976,''
45.15.168.45,65012,''
45.15.168.45,54077,''
45.15.168.45,44525,''
45.15.168.45,35758,''
45.15.168.45,44535,''
45.15.168.45,54085,''
45.15.168.45,65065,''
45.15.168.45,54068,''
45.15.168.45,54092,''
45.15.168.45,54094,''
45.15.168.45,65079,''
45.15.168.45,65082,''
45.15.168.45,35774,''
45.15.168.45,65091,''
45.15.168.45,54105,''
45.15.168.45,65095,''
45.15.168.45,54074,''
45.15.168.45,54059,''
45.15.168.45,65088,''
45.15.168.45,54113,''
45.15.168.45,28289,''
45.15.168.45,54088,''
45.15.168.45,44571,''
45.15.168.45,35755,''
45.15.168.45,44573,''
45.15.168.45,65115,''
45.15.168.45,44576,''
45.15.168.45,65084,''
45.15.168.45,44578,''
45.15.168.45,65049,''
45.15.168.45,65085,''
45.15.168.45,35781,''
45.15.168.45,54029,''
45.15.168.45,54128,''
45.15.168.45,44579,''
45.15.168.45,65074,''
45.15.168.45,35749,''
45.15.168.45,44582,''
45.15.168.45,44583,''
45.15.168.45,65125,''
45.15.168.45,28299,''
45.15.168.45,54132,''
45.15.168.45,14345,''
45.15.168.45,65127,''
45.15.168.45,54136,''
45.15.168.45,54137,''
45.15.168.45,35796,''
45.15.168.45,22445,''
45.15.168.45,65132,''
45.15.168.45,14348,''
45.15.168.45,65134,''
45.15.168.45,65139,''
45.15.168.45,44584,''
45.15.168.45,54143,''
45.15.168.45,65147,''
45.15.168.45,44603,''
45.15.168.45,54149,''
45.15.168.45,65149,''
45.15.168.45,28317,''
45.15.168.45,65150,''
45.15.168.45,65172,''
45.15.168.45,22469,''
45.15.168.45,35829,''
45.15.168.45,17857,''
45.15.168.45,65168,''
45.15.168.45,28327,''
45.15.168.45,65178,''
45.15.168.45,35839,''
45.15.168.45,44627,''
45.15.168.45,35828,''
45.15.168.45,22468,''
45.15.168.45,44633,''
45.15.168.45,28337,''
45.15.168.45,44638,''
45.15.168.45,44640,''
45.15.168.45,17869,''
45.15.168.45,35653,''
45.15.168.45,65189,''
45.15.168.45,22478,''
45.15.168.45,44636,''
45.15.168.45,44637,''
45.15.168.45,44674,''
45.15.168.45,35847,''
45.15.168.45,35852,''
45.15.168.45,44677,''
45.15.168.45,22506,''
45.15.168.45,44644,''
45.15.168.45,44650,''
45.15.168.45,44657,''
45.15.168.45,65230,''
45.15.168.45,44686,''
45.15.168.45,65233,''
45.15.168.45,35895,''
45.15.168.45,54166,''
45.15.168.45,65222,''
45.15.168.45,65205,''
45.15.168.45,44690,''
45.15.168.45,11702,''
45.15.168.45,54170,''
45.15.168.45,44696,''
45.15.168.45,54167,''
45.15.168.45,44691,''
45.15.168.45,28381,''
45.15.168.45,35896,''
45.15.168.45,44695,''
45.15.168.45,44697,''
45.15.168.45,65248,''
45.15.168.45,28382,''
45.15.168.45,54181,''
45.15.168.45,54184,''
45.15.168.45,44705,''
45.15.168.45,54091,''
45.15.168.45,22524,''
45.15.168.45,22521,''
45.15.168.45,44707,''
45.15.168.45,17850,''
45.15.168.45,65267,''
45.15.168.45,44713,''
45.15.168.45,44710,''
45.15.168.45,28395,''
45.15.168.45,44718,''
45.15.168.45,44665,''
45.15.168.45,22533,''
45.15.168.45,54202,''
45.15.168.45,54203,''
45.15.168.45,65277,''
45.15.168.45,65258,''
45.15.168.45,54208,''
45.15.168.45,44730,''
45.15.168.45,44460,''
45.15.168.45,54215,''
45.15.168.45,65291,''
45.15.168.45,65294,''
45.15.168.45,44740,''
45.15.168.45,54222,''
45.15.168.45,17908,''
45.15.168.45,28412,''
45.15.168.45,54219,''
45.15.168.45,35941,''
45.15.168.45,54227,''
45.15.168.45,35944,''
45.15.168.45,54230,''
45.15.168.45,35943,''
45.15.168.45,65310,''
45.15.168.45,28423,''
45.15.168.45,64919,''
45.15.168.45,28357,''
45.15.168.45,22494,''
